i,pct_f,effectifs_candidats_total_accepte,effectifs_candidats_femmes_total_accepte
25021,29.0,14.0,4.0
25022,21.0,148.0,31.0
25023,50.0,10.0,5.0
25024,67.0,27.0,18.0
25025,74.0,152.0,112.0
25026,79.0,14.0,11.0
25027,80.0,279.0,224.0
25028,51.0,565.0,287.0
25029,69.0,74.0,51.0
25030,75.0,4.0,3.0
25031,64.0,53.0,34.0
25032,88.0,173.0,153.0
25033,77.0,85.0,65.0
25034,40.0,15.0,6.0
25035,73.0,323.0,235.0
25036,59.0,135.0,79.0
25037,29.0,7.0,2.0
25038,24.0,21.0,5.0
25039,21.0,29.0,6.0
25040,25.0,8.0,2.0
25041,30.0,415.0,125.0
25042,67.0,6.0,4.0
25043,68.0,57.0,39.0
25044,88.0,41.0,36.0
25045,66.0,93.0,61.0
25046,83.0,243.0,201.0
25047,68.0,451.0,306.0
25048,54.0,71.0,38.0
25049,75.0,291.0,217.0
25050,0.0,1.0,0.0
25051,47.0,338.0,160.0
25052,67.0,24.0,16.0
25053,38.0,50.0,19.0
25054,94.0,64.0,60.0
25055,67.0,86.0,58.0
25056,75.0,127.0,95.0
25057,69.0,77.0,53.0
25058,25.0,88.0,22.0
25059,63.0,666.0,417.0
25060,46.0,67.0,31.0
25061,81.0,187.0,151.0
25062,56.0,204.0,114.0
25063,50.0,8.0,4.0
25064,36.0,91.0,33.0
25065,35.0,60.0,21.0
25066,31.0,155.0,48.0
25067,60.0,140.0,84.0
25068,57.0,7.0,4.0
25069,82.0,45.0,37.0
25070,68.0,375.0,255.0
25071,65.0,60.0,39.0
25072,37.0,27.0,10.0
25073,45.0,328.0,148.0
25074,66.0,137.0,90.0
25075,34.0,85.0,29.0
25076,73.0,883.0,645.0
25077,64.0,52.0,33.0
25078,50.0,8.0,4.0
25079,50.0,30.0,15.0
25080,41.0,37.0,15.0
25081,69.0,178.0,122.0
25082,38.0,106.0,40.0
25083,50.0,2.0,1.0
25084,63.0,120.0,76.0
25085,54.0,65.0,35.0
25086,33.0,3.0,1.0
25087,37.0,146.0,54.0
25088,75.0,36.0,27.0
25089,66.0,83.0,55.0
25090,41.0,34.0,14.0
25091,72.0,224.0,162.0
25092,82.0,293.0,239.0
25093,84.0,32.0,27.0
25094,43.0,35.0,15.0
25095,55.0,31.0,17.0
25096,69.0,26.0,18.0
25097,70.0,91.0,64.0
25098,39.0,51.0,20.0
25099,61.0,59.0,36.0
25100,0.0,2.0,0.0
25101,36.0,25.0,9.0
25102,0.0,1.0,0.0
25103,100.0,2.0,2.0
25104,0.0,3.0,0.0
25105,,0.0,0.0
25106,67.0,6.0,4.0
25107,0.0,2.0,0.0
25108,82.0,45.0,37.0
25109,56.0,25.0,14.0
25110,74.0,117.0,86.0
25111,48.0,84.0,40.0
25112,17.0,18.0,3.0
25113,36.0,56.0,20.0
25114,43.0,21.0,9.0
25115,74.0,19.0,14.0
25116,100.0,7.0,7.0
25117,88.0,8.0,7.0
25118,67.0,9.0,6.0
25119,72.0,86.0,62.0
25120,13.0,53.0,7.0
25121,9.0,22.0,2.0
25122,31.0,16.0,5.0
25123,93.0,30.0,28.0
25124,83.0,41.0,34.0
25125,64.0,88.0,56.0
25126,39.0,18.0,7.0
25127,63.0,105.0,66.0
25128,58.0,174.0,100.0
25129,65.0,127.0,82.0
25130,68.0,120.0,81.0
25131,55.0,113.0,62.0
25132,73.0,108.0,79.0
25133,64.0,284.0,183.0
25134,57.0,83.0,47.0
25135,58.0,40.0,23.0
25136,68.0,19.0,13.0
25137,57.0,35.0,20.0
25138,,0.0,0.0
25139,74.0,34.0,25.0
25140,82.0,22.0,18.0
25141,22.0,9.0,2.0
25142,38.0,40.0,15.0
25143,20.0,10.0,2.0
25144,10.0,21.0,2.0
25145,8.0,13.0,1.0
25146,5.0,20.0,1.0
25147,10.0,74.0,7.0
25148,0.0,23.0,0.0
25149,0.0,9.0,0.0
25150,36.0,33.0,12.0
25151,49.0,41.0,20.0
25152,27.0,186.0,50.0
25153,100.0,1.0,1.0
25154,29.0,45.0,13.0
25155,67.0,110.0,74.0
25156,13.0,212.0,28.0
25157,0.0,2.0,0.0
25158,39.0,26.0,10.0
25159,17.0,100.0,17.0
25160,4.0,25.0,1.0
25161,66.0,76.0,50.0
25162,89.0,64.0,57.0
25163,80.0,30.0,24.0
25164,66.0,87.0,57.0
25165,35.0,55.0,19.0
25166,83.0,6.0,5.0
25167,17.0,24.0,4.0
25168,44.0,77.0,34.0
25169,12.0,49.0,6.0
25170,22.0,23.0,5.0
25171,55.0,163.0,90.0
25172,19.0,89.0,17.0
25173,5.0,20.0,1.0
25174,24.0,51.0,12.0
25175,19.0,37.0,7.0
25176,88.0,16.0,14.0
25177,29.0,62.0,18.0
25178,78.0,27.0,21.0
25179,53.0,79.0,42.0
25180,32.0,47.0,15.0
25181,49.0,84.0,41.0
25182,47.0,30.0,14.0
25183,51.0,172.0,87.0
25184,13.0,8.0,1.0
25185,50.0,140.0,70.0
25186,33.0,81.0,27.0
25187,54.0,28.0,15.0
25188,64.0,52.0,33.0
25189,60.0,53.0,32.0
25190,25.0,52.0,13.0
25191,10.0,168.0,16.0
25192,52.0,138.0,72.0
25193,29.0,49.0,14.0
25194,6.0,134.0,8.0
25195,46.0,84.0,39.0
25196,0.0,5.0,0.0
25197,0.0,1.0,0.0
25198,56.0,62.0,35.0
25199,57.0,130.0,74.0
25200,62.0,110.0,68.0
25201,7.0,55.0,4.0
25202,60.0,119.0,71.0
25203,17.0,64.0,11.0
25204,16.0,63.0,10.0
25205,7.0,27.0,2.0
25206,47.0,79.0,37.0
25207,100.0,39.0,39.0
25208,60.0,5.0,3.0
25209,88.0,33.0,29.0
25210,77.0,191.0,147.0
25211,43.0,7.0,3.0
25212,55.0,29.0,16.0
25213,50.0,14.0,7.0
25214,90.0,30.0,27.0
25215,80.0,39.0,31.0
25216,81.0,16.0,13.0
25217,97.0,29.0,28.0
25218,89.0,161.0,144.0
25219,0.0,9.0,0.0
25220,67.0,39.0,26.0
25221,75.0,63.0,47.0
25222,70.0,27.0,19.0
25223,55.0,33.0,18.0
25224,38.0,24.0,9.0
25225,53.0,30.0,16.0
25226,55.0,20.0,11.0
25227,7.0,14.0,1.0
25228,60.0,10.0,6.0
25229,100.0,14.0,14.0
25230,19.0,64.0,12.0
25231,0.0,19.0,0.0
25232,6.0,102.0,6.0
25233,18.0,100.0,18.0
25234,34.0,50.0,17.0
25235,79.0,189.0,149.0
25236,14.0,22.0,3.0
25237,58.0,50.0,29.0
25238,35.0,34.0,12.0
25239,44.0,117.0,51.0
25240,54.0,79.0,43.0
25241,19.0,27.0,5.0
25242,31.0,13.0,4.0
25243,0.0,10.0,0.0
25244,0.0,13.0,0.0
25245,26.0,46.0,12.0
25246,29.0,31.0,9.0
25247,46.0,13.0,6.0
25248,53.0,30.0,16.0
25249,100.0,7.0,7.0
25250,47.0,15.0,7.0
25251,34.0,32.0,11.0
25252,36.0,11.0,4.0
25253,40.0,35.0,14.0
25254,42.0,24.0,10.0
25255,38.0,8.0,3.0
25256,68.0,22.0,15.0
25257,34.0,32.0,11.0
25258,33.0,15.0,5.0
25259,40.0,10.0,4.0
25260,19.0,36.0,7.0
25261,62.0,21.0,13.0
25262,63.0,27.0,17.0
25263,70.0,23.0,16.0
25264,19.0,32.0,6.0
25265,74.0,19.0,14.0
25266,21.0,14.0,3.0
25267,8.0,13.0,1.0
25268,44.0,18.0,8.0
25269,21.0,24.0,5.0
25270,68.0,25.0,17.0
25271,13.0,24.0,3.0
25272,4.0,26.0,1.0
25273,32.0,31.0,10.0
25274,77.0,22.0,17.0
25275,61.0,31.0,19.0
25276,0.0,20.0,0.0
25277,83.0,24.0,20.0
25278,62.0,34.0,21.0
25279,63.0,35.0,22.0
25280,40.0,53.0,21.0
25281,63.0,27.0,17.0
25282,66.0,73.0,48.0
25283,80.0,10.0,8.0
25284,67.0,36.0,24.0
25285,5.0,22.0,1.0
25286,39.0,23.0,9.0
25287,56.0,39.0,22.0
25288,43.0,21.0,9.0
25289,48.0,31.0,15.0
25290,100.0,6.0,6.0
25291,12.0,26.0,3.0
25292,19.0,26.0,5.0
25293,59.0,90.0,53.0
25294,63.0,38.0,24.0
25295,88.0,16.0,14.0
25296,50.0,34.0,17.0
25297,38.0,40.0,15.0
25298,73.0,26.0,19.0
25299,71.0,21.0,15.0
25300,15.0,39.0,6.0
25301,50.0,32.0,16.0
25302,97.0,33.0,32.0
25303,3.0,34.0,1.0
25304,65.0,20.0,13.0
25305,13.0,24.0,3.0
25306,94.0,17.0,16.0
25307,46.0,33.0,15.0
25308,28.0,18.0,5.0
25309,100.0,17.0,17.0
25310,100.0,18.0,18.0
25311,36.0,25.0,9.0
25312,56.0,32.0,18.0
25313,42.0,31.0,13.0
25314,80.0,35.0,28.0
25315,63.0,16.0,10.0
25316,90.0,57.0,51.0
25317,94.0,17.0,16.0
25318,0.0,12.0,0.0
25319,94.0,34.0,32.0
25320,0.0,9.0,0.0
25321,71.0,21.0,15.0
25322,69.0,39.0,27.0
25323,52.0,33.0,17.0
25324,10.0,31.0,3.0
25325,100.0,17.0,17.0
25326,72.0,18.0,13.0
25327,100.0,9.0,9.0
25328,93.0,15.0,14.0
25329,4.0,27.0,1.0
25330,27.0,41.0,11.0
25331,0.0,12.0,0.0
25332,64.0,25.0,16.0
25333,45.0,31.0,14.0
25334,50.0,42.0,21.0
25335,25.0,32.0,8.0
25336,85.0,20.0,17.0
25337,77.0,43.0,33.0
25338,41.0,29.0,12.0
25339,24.0,41.0,10.0
25340,18.0,11.0,2.0
25341,4.0,26.0,1.0
25342,28.0,91.0,25.0
25343,0.0,19.0,0.0
25344,59.0,17.0,10.0
25345,50.0,32.0,16.0
25346,67.0,27.0,18.0
25347,30.0,23.0,7.0
25348,0.0,12.0,0.0
25349,7.0,14.0,1.0
25350,30.0,53.0,16.0
25351,23.0,44.0,10.0
25352,91.0,21.0,19.0
25353,81.0,48.0,39.0
25354,87.0,31.0,27.0
25355,91.0,33.0,30.0
25356,0.0,15.0,0.0
25357,60.0,20.0,12.0
25358,16.0,19.0,3.0
25359,94.0,18.0,17.0
25360,25.0,16.0,4.0
25361,71.0,7.0,5.0
25362,69.0,45.0,31.0
25363,57.0,30.0,17.0
25364,52.0,23.0,12.0
25365,0.0,23.0,0.0
25366,71.0,21.0,15.0
25367,17.0,24.0,4.0
25368,53.0,15.0,8.0
25369,7.0,30.0,2.0
25370,75.0,32.0,24.0
25371,78.0,50.0,39.0
25372,22.0,18.0,4.0
25373,24.0,21.0,5.0
25374,0.0,12.0,0.0
25375,80.0,44.0,35.0
25376,54.0,112.0,60.0
25377,67.0,48.0,32.0
25378,88.0,8.0,7.0
25379,49.0,101.0,49.0
25380,78.0,23.0,18.0
25381,40.0,10.0,4.0
25382,52.0,71.0,37.0
25383,36.0,25.0,9.0
25384,40.0,15.0,6.0
25385,6.0,36.0,2.0
25386,80.0,5.0,4.0
25387,87.0,30.0,26.0
25388,100.0,42.0,42.0
25389,0.0,6.0,0.0
25390,12.0,25.0,3.0
25391,59.0,92.0,54.0
25392,5.0,21.0,1.0
25393,0.0,5.0,0.0
25394,0.0,7.0,0.0
25395,31.0,13.0,4.0
25396,48.0,21.0,10.0
25397,67.0,39.0,26.0
25398,57.0,35.0,20.0
25399,44.0,16.0,7.0
25400,54.0,35.0,19.0
25401,46.0,13.0,6.0
25402,76.0,29.0,22.0
25403,13.0,16.0,2.0
25404,5.0,41.0,2.0
25405,100.0,11.0,11.0
25406,71.0,21.0,15.0
25407,55.0,22.0,12.0
25408,36.0,22.0,8.0
25409,68.0,22.0,15.0
25410,68.0,34.0,23.0
25411,83.0,35.0,29.0
25412,97.0,34.0,33.0
25413,0.0,29.0,0.0
25414,28.0,18.0,5.0
25415,50.0,18.0,9.0
25416,50.0,32.0,16.0
25417,69.0,32.0,22.0
25418,19.0,27.0,5.0
25419,0.0,15.0,0.0
25420,37.0,62.0,23.0
25421,17.0,29.0,5.0
25422,63.0,35.0,22.0
25423,55.0,11.0,6.0
25424,86.0,7.0,6.0
25425,53.0,32.0,17.0
25426,9.0,23.0,2.0
25427,20.0,20.0,4.0
25428,93.0,30.0,28.0
25429,25.0,95.0,24.0
25430,48.0,31.0,15.0
25431,75.0,20.0,15.0
25432,82.0,11.0,9.0
25433,83.0,23.0,19.0
25434,30.0,87.0,26.0
25435,0.0,12.0,0.0
25436,7.0,15.0,1.0
25437,50.0,22.0,11.0
25438,0.0,10.0,0.0
25439,41.0,42.0,17.0
25440,58.0,31.0,18.0
25441,61.0,33.0,20.0
25442,66.0,29.0,19.0
25443,38.0,21.0,8.0
25444,93.0,15.0,14.0
25445,69.0,144.0,99.0
25446,41.0,22.0,9.0
25447,49.0,35.0,17.0
25448,88.0,41.0,36.0
25449,18.0,11.0,2.0
25450,0.0,14.0,0.0
25451,96.0,49.0,47.0
25452,42.0,12.0,5.0
25453,0.0,19.0,0.0
25454,48.0,31.0,15.0
25455,43.0,47.0,20.0
25456,4.0,24.0,1.0
25457,71.0,35.0,25.0
25458,40.0,25.0,10.0
25459,63.0,32.0,20.0
25460,72.0,47.0,34.0
25461,11.0,18.0,2.0
25462,10.0,31.0,3.0
25463,63.0,30.0,19.0
25464,59.0,68.0,40.0
25465,63.0,16.0,10.0
25466,93.0,15.0,14.0
25467,59.0,27.0,16.0
25468,0.0,20.0,0.0
25469,71.0,31.0,22.0
25470,61.0,23.0,14.0
25471,72.0,29.0,21.0
25472,4.0,27.0,1.0
25473,93.0,45.0,42.0
25474,50.0,42.0,21.0
25475,53.0,34.0,18.0
25476,0.0,15.0,0.0
25477,48.0,44.0,21.0
25478,89.0,27.0,24.0
25479,58.0,45.0,26.0
25480,64.0,36.0,23.0
25481,33.0,18.0,6.0
25482,85.0,34.0,29.0
25483,71.0,7.0,5.0
25484,57.0,23.0,13.0
25485,0.0,3.0,0.0
25486,50.0,68.0,34.0
25487,0.0,15.0,0.0
25488,63.0,30.0,19.0
25489,9.0,23.0,2.0
25490,0.0,14.0,0.0
25491,82.0,22.0,18.0
25492,7.0,44.0,3.0
25493,75.0,28.0,21.0
25494,71.0,38.0,27.0
25495,80.0,15.0,12.0
25496,67.0,42.0,28.0
25497,83.0,24.0,20.0
25498,22.0,23.0,5.0
25499,47.0,17.0,8.0
25500,90.0,20.0,18.0
25501,0.0,10.0,0.0
25502,75.0,8.0,6.0
25503,80.0,25.0,20.0
25504,91.0,22.0,20.0
25505,0.0,13.0,0.0
25506,50.0,14.0,7.0
25507,82.0,22.0,18.0
25508,87.0,39.0,34.0
25509,63.0,16.0,10.0
25510,74.0,35.0,26.0
25511,83.0,12.0,10.0
25512,8.0,93.0,7.0
25513,65.0,34.0,22.0
25514,11.0,36.0,4.0
25515,76.0,21.0,16.0
25516,96.0,24.0,23.0
25517,57.0,23.0,13.0
25518,64.0,28.0,18.0
25519,39.0,39.0,15.0
25520,42.0,36.0,15.0
25521,30.0,44.0,13.0
25522,87.0,39.0,34.0
25523,89.0,35.0,31.0
25524,35.0,17.0,6.0
25525,90.0,10.0,9.0
25526,41.0,42.0,17.0
25527,47.0,17.0,8.0
25528,52.0,44.0,23.0
25529,73.0,30.0,22.0
25530,0.0,22.0,0.0
25531,24.0,42.0,10.0
25532,74.0,19.0,14.0
25533,0.0,6.0,0.0
25534,85.0,20.0,17.0
25535,58.0,26.0,15.0
25536,0.0,23.0,0.0
25537,12.0,33.0,4.0
25538,84.0,62.0,52.0
25539,16.0,94.0,15.0
25540,25.0,24.0,6.0
25541,93.0,30.0,28.0
25542,69.0,35.0,24.0
25543,67.0,48.0,32.0
25544,71.0,28.0,20.0
25545,19.0,26.0,5.0
25546,65.0,34.0,22.0
25547,71.0,34.0,24.0
25548,67.0,15.0,10.0
25549,80.0,5.0,4.0
25550,98.0,60.0,59.0
25551,15.0,13.0,2.0
25552,54.0,13.0,7.0
25553,19.0,36.0,7.0
25554,50.0,10.0,5.0
25555,45.0,29.0,13.0
25556,71.0,34.0,24.0
25557,6.0,33.0,2.0
25558,74.0,31.0,23.0
25559,30.0,30.0,9.0
25560,39.0,36.0,14.0
25561,100.0,24.0,24.0
25562,7.0,14.0,1.0
25563,0.0,14.0,0.0
25564,55.0,31.0,17.0
25565,85.0,46.0,39.0
25566,4.0,23.0,1.0
25567,0.0,10.0,0.0
25568,93.0,29.0,27.0
25569,0.0,19.0,0.0
25570,69.0,39.0,27.0
25571,15.0,13.0,2.0
25572,52.0,33.0,17.0
25573,0.0,18.0,0.0
25574,52.0,31.0,16.0
25575,4.0,25.0,1.0
25576,17.0,24.0,4.0
25577,40.0,5.0,2.0
25578,36.0,28.0,10.0
25579,54.0,24.0,13.0
25580,31.0,13.0,4.0
25581,95.0,20.0,19.0
25582,41.0,27.0,11.0
25583,52.0,71.0,37.0
25584,0.0,31.0,0.0
25585,95.0,21.0,20.0
25586,87.0,30.0,26.0
25587,64.0,33.0,21.0
25588,3.0,30.0,1.0
25589,9.0,23.0,2.0
25590,68.0,25.0,17.0
25591,92.0,25.0,23.0
25592,18.0,93.0,17.0
25593,67.0,85.0,57.0
25594,5.0,22.0,1.0
25595,75.0,32.0,24.0
25596,46.0,50.0,23.0
25597,69.0,13.0,9.0
25598,36.0,33.0,12.0
25599,77.0,39.0,30.0
25600,88.0,93.0,82.0
25601,0.0,33.0,0.0
25602,94.0,33.0,31.0
25603,100.0,15.0,15.0
25604,41.0,32.0,13.0
25605,9.0,11.0,1.0
25606,84.0,19.0,16.0
25607,67.0,6.0,4.0
25608,40.0,40.0,16.0
25609,25.0,52.0,13.0
25610,36.0,22.0,8.0
25611,28.0,25.0,7.0
25612,14.0,14.0,2.0
25613,70.0,30.0,21.0
25614,42.0,45.0,19.0
25615,67.0,9.0,6.0
25616,59.0,94.0,55.0
25617,16.0,37.0,6.0
25618,36.0,14.0,5.0
25619,27.0,30.0,8.0
25620,17.0,18.0,3.0
25621,57.0,67.0,38.0
25622,6.0,18.0,1.0
25623,100.0,13.0,13.0
25624,85.0,13.0,11.0
25625,10.0,10.0,1.0
25626,50.0,52.0,26.0
25627,11.0,18.0,2.0
25628,91.0,35.0,32.0
25629,34.0,35.0,12.0
25630,57.0,21.0,12.0
25631,64.0,33.0,21.0
25632,61.0,28.0,17.0
25633,25.0,12.0,3.0
25634,65.0,31.0,20.0
25635,88.0,25.0,22.0
25636,62.0,13.0,8.0
25637,73.0,22.0,16.0
25638,0.0,12.0,0.0
25639,58.0,36.0,21.0
25640,86.0,14.0,12.0
25641,28.0,25.0,7.0
25642,50.0,16.0,8.0
25643,61.0,31.0,19.0
25644,66.0,32.0,21.0
25645,15.0,13.0,2.0
25646,86.0,49.0,42.0
25647,56.0,25.0,14.0
25648,50.0,12.0,6.0
25649,86.0,14.0,12.0
25650,21.0,28.0,6.0
25651,3.0,31.0,1.0
25652,5.0,21.0,1.0
25653,31.0,13.0,4.0
25654,89.0,94.0,84.0
25655,25.0,8.0,2.0
25656,11.0,35.0,4.0
25657,0.0,7.0,0.0
25658,13.0,8.0,1.0
25659,3.0,30.0,1.0
25660,0.0,11.0,0.0
25661,88.0,33.0,29.0
25662,41.0,29.0,12.0
25663,6.0,33.0,2.0
25664,83.0,24.0,20.0
25665,57.0,14.0,8.0
25666,60.0,15.0,9.0
25667,58.0,12.0,7.0
25668,0.0,19.0,0.0
25669,52.0,31.0,16.0
25670,44.0,27.0,12.0
25671,65.0,26.0,17.0
25672,69.0,16.0,11.0
25673,63.0,19.0,12.0
25674,18.0,17.0,3.0
25675,67.0,45.0,30.0
25676,69.0,32.0,22.0
25677,81.0,16.0,13.0
25678,73.0,22.0,16.0
25679,35.0,17.0,6.0
25680,7.0,15.0,1.0
25681,67.0,3.0,2.0
25682,75.0,12.0,9.0
25683,21.0,24.0,5.0
25684,67.0,15.0,10.0
25685,49.0,33.0,16.0
25686,93.0,15.0,14.0
25687,60.0,15.0,9.0
25688,0.0,10.0,0.0
25689,53.0,19.0,10.0
25690,0.0,15.0,0.0
25691,0.0,3.0,0.0
25692,92.0,13.0,12.0
25693,86.0,14.0,12.0
25694,50.0,12.0,6.0
25695,71.0,7.0,5.0
25696,42.0,31.0,13.0
25697,19.0,16.0,3.0
25698,10.0,10.0,1.0
25699,0.0,22.0,0.0
25700,100.0,18.0,18.0
25701,96.0,27.0,26.0
25702,100.0,7.0,7.0
25703,22.0,36.0,8.0
25704,0.0,4.0,0.0
25705,46.0,24.0,11.0
25706,80.0,5.0,4.0
25707,23.0,13.0,3.0
25708,100.0,15.0,15.0
25709,0.0,15.0,0.0
25710,4.0,26.0,1.0
25711,8.0,12.0,1.0
25712,33.0,9.0,3.0
25713,46.0,22.0,10.0
25714,0.0,20.0,0.0
25715,38.0,8.0,3.0
25716,100.0,10.0,10.0
25717,0.0,15.0,0.0
25718,83.0,6.0,5.0
25719,65.0,31.0,20.0
25720,0.0,7.0,0.0
25721,0.0,16.0,0.0
25722,0.0,10.0,0.0
25723,47.0,17.0,8.0
25724,0.0,6.0,0.0
25725,94.0,16.0,15.0
25726,0.0,10.0,0.0
25727,100.0,16.0,16.0
25728,67.0,15.0,10.0
25729,92.0,12.0,11.0
25730,18.0,11.0,2.0
25731,89.0,27.0,24.0
25732,100.0,28.0,28.0
25733,0.0,9.0,0.0
25734,8.0,12.0,1.0
25735,64.0,11.0,7.0
25736,48.0,25.0,12.0
25737,100.0,15.0,15.0
25738,47.0,17.0,8.0
25739,33.0,9.0,3.0
25740,0.0,11.0,0.0
25741,17.0,6.0,1.0
25742,14.0,7.0,1.0
25743,0.0,1.0,0.0
25744,18.0,17.0,3.0
25745,9.0,22.0,2.0
25746,0.0,11.0,0.0
25747,67.0,27.0,18.0
25748,65.0,23.0,15.0
25749,74.0,46.0,34.0
25750,43.0,7.0,3.0
25751,62.0,68.0,42.0
25752,5.0,38.0,2.0
25753,63.0,19.0,12.0
25754,6.0,18.0,1.0
25755,58.0,24.0,14.0
25756,0.0,15.0,0.0
25757,100.0,2.0,2.0
25758,91.0,23.0,21.0
25759,70.0,27.0,19.0
25760,36.0,31.0,11.0
25761,70.0,30.0,21.0
25762,57.0,21.0,12.0
25763,44.0,34.0,15.0
25764,64.0,25.0,16.0
25765,47.0,19.0,9.0
25766,15.0,13.0,2.0
25767,75.0,4.0,3.0
25768,79.0,34.0,27.0
25769,44.0,16.0,7.0
25770,71.0,7.0,5.0
25771,0.0,8.0,0.0
25772,58.0,88.0,51.0
25773,88.0,16.0,14.0
25774,40.0,20.0,8.0
25775,0.0,16.0,0.0
25776,77.0,34.0,26.0
25777,93.0,41.0,38.0
25778,50.0,24.0,12.0
25779,54.0,26.0,14.0
25780,97.0,32.0,31.0
25781,70.0,30.0,21.0
25782,46.0,80.0,37.0
25783,25.0,16.0,4.0
25784,80.0,39.0,31.0
25785,80.0,10.0,8.0
25786,100.0,32.0,32.0
25787,25.0,12.0,3.0
25788,52.0,23.0,12.0
25789,17.0,29.0,5.0
25790,65.0,20.0,13.0
25791,93.0,27.0,25.0
25792,7.0,15.0,1.0
25793,61.0,41.0,25.0
25794,20.0,96.0,19.0
25795,73.0,33.0,24.0
25796,50.0,24.0,12.0
25797,50.0,16.0,8.0
25798,18.0,22.0,4.0
25799,64.0,25.0,16.0
25800,53.0,34.0,18.0
25801,96.0,26.0,25.0
25802,56.0,25.0,14.0
25803,29.0,31.0,9.0
25804,88.0,32.0,28.0
25805,46.0,50.0,23.0
25806,60.0,15.0,9.0
25807,92.0,12.0,11.0
25808,15.0,27.0,4.0
25809,23.0,30.0,7.0
25810,67.0,30.0,20.0
25811,48.0,31.0,15.0
25812,20.0,15.0,3.0
25813,94.0,32.0,30.0
25814,94.0,17.0,16.0
25815,6.0,17.0,1.0
25816,23.0,31.0,7.0
25817,53.0,30.0,16.0
25818,50.0,18.0,9.0
25819,38.0,21.0,8.0
25820,32.0,96.0,31.0
25821,67.0,30.0,20.0
25822,88.0,34.0,30.0
25823,80.0,5.0,4.0
25824,25.0,8.0,2.0
25825,13.0,79.0,10.0
25826,20.0,25.0,5.0
25827,13.0,90.0,12.0
25828,48.0,44.0,21.0
25829,45.0,67.0,30.0
25830,42.0,84.0,35.0
25831,47.0,36.0,17.0
25832,72.0,32.0,23.0
25833,60.0,35.0,21.0
25834,24.0,45.0,11.0
25835,59.0,17.0,10.0
25836,61.0,23.0,14.0
25837,82.0,56.0,46.0
25838,75.0,12.0,9.0
25839,69.0,13.0,9.0
25840,100.0,15.0,15.0
25841,25.0,4.0,1.0
25842,65.0,20.0,13.0
25843,13.0,15.0,2.0
25844,9.0,11.0,1.0
25845,83.0,58.0,48.0
25846,75.0,20.0,15.0
25847,26.0,165.0,43.0
25848,54.0,13.0,7.0
25849,38.0,16.0,6.0
25850,25.0,16.0,4.0
25851,72.0,64.0,46.0
25852,27.0,22.0,6.0
25853,33.0,12.0,4.0
25854,65.0,49.0,32.0
25855,79.0,29.0,23.0
25856,76.0,78.0,59.0
25857,34.0,157.0,54.0
25858,42.0,175.0,73.0
25859,68.0,423.0,287.0
25860,30.0,23.0,7.0
25861,50.0,38.0,19.0
25862,46.0,44.0,20.0
25863,49.0,99.0,48.0
25864,64.0,14.0,9.0
25865,15.0,52.0,8.0
25866,0.0,3.0,0.0
25867,0.0,6.0,0.0
25868,34.0,93.0,32.0
25869,76.0,21.0,16.0
25870,71.0,44.0,31.0
25871,72.0,132.0,95.0
25872,74.0,237.0,175.0
25873,54.0,13.0,7.0
25874,37.0,19.0,7.0
25875,93.0,107.0,99.0
25876,0.0,5.0,0.0
25877,23.0,31.0,7.0
25878,74.0,160.0,119.0
25879,67.0,693.0,461.0
25880,93.0,45.0,42.0
25881,44.0,131.0,57.0
25882,34.0,250.0,85.0
25883,24.0,25.0,6.0
25884,56.0,9.0,5.0
25885,18.0,17.0,3.0
25886,67.0,12.0,8.0
25887,35.0,77.0,27.0
25888,70.0,892.0,623.0
25889,78.0,40.0,31.0
25890,39.0,132.0,52.0
25891,58.0,36.0,21.0
25892,79.0,53.0,42.0
25893,70.0,115.0,80.0
25894,36.0,50.0,18.0
25895,73.0,11.0,8.0
25896,68.0,127.0,86.0
25897,6.0,35.0,2.0
25898,34.0,100.0,34.0
25899,33.0,9.0,3.0
25900,58.0,89.0,52.0
25901,59.0,34.0,20.0
25902,60.0,47.0,28.0
25903,82.0,45.0,37.0
25904,46.0,37.0,17.0
25905,100.0,4.0,4.0
25906,39.0,122.0,48.0
25907,76.0,110.0,83.0
25908,0.0,3.0,0.0
25909,0.0,1.0,0.0
25910,0.0,3.0,0.0
25911,,0.0,0.0
25912,8.0,13.0,1.0
25913,87.0,69.0,60.0
25914,62.0,119.0,74.0
25915,65.0,17.0,11.0
25916,,0.0,0.0
25917,,0.0,0.0
25918,93.0,15.0,14.0
25919,26.0,23.0,6.0
25920,46.0,13.0,6.0
25921,54.0,13.0,7.0
25922,16.0,57.0,9.0
25923,83.0,29.0,24.0
25924,44.0,18.0,8.0
25925,62.0,95.0,59.0
25926,63.0,130.0,82.0
25927,68.0,115.0,78.0
25928,30.0,30.0,9.0
25929,53.0,30.0,16.0
25930,44.0,16.0,7.0
25931,73.0,60.0,44.0
25932,39.0,26.0,10.0
25933,0.0,13.0,0.0
25934,17.0,18.0,3.0
25935,17.0,23.0,4.0
25936,13.0,107.0,14.0
25937,48.0,52.0,25.0
25938,85.0,58.0,49.0
25939,13.0,24.0,3.0
25940,33.0,55.0,18.0
25941,13.0,23.0,3.0
25942,17.0,36.0,6.0
25943,10.0,58.0,6.0
25944,6.0,48.0,3.0
25945,18.0,314.0,57.0
25946,32.0,66.0,21.0
25947,0.0,25.0,0.0
25948,83.0,6.0,5.0
25949,40.0,5.0,2.0
25950,24.0,33.0,8.0
25951,5.0,38.0,2.0
