i,pct_f,effectifs_candidats_total_accepte,effectifs_candidats_femmes_total_accepte
24090,8.0,76.0,6.0
24091,86.0,29.0,25.0
24092,89.0,132.0,117.0
24093,31.0,72.0,22.0
24094,7.0,28.0,2.0
24095,61.0,107.0,65.0
24096,9.0,22.0,2.0
24097,41.0,111.0,45.0
24098,46.0,59.0,27.0
24099,56.0,163.0,92.0
24100,6.0,80.0,5.0
24101,13.0,129.0,17.0
24102,61.0,77.0,47.0
24103,59.0,140.0,82.0
24104,4.0,57.0,2.0
24105,2.0,53.0,1.0
24106,5.0,20.0,1.0
24107,48.0,91.0,44.0
24108,84.0,139.0,116.0
24109,17.0,54.0,9.0
24110,46.0,138.0,64.0
24111,17.0,12.0,2.0
24112,5.0,85.0,4.0
24113,65.0,113.0,73.0
24114,57.0,28.0,16.0
24115,9.0,47.0,4.0
24116,51.0,112.0,57.0
24117,42.0,53.0,22.0
24118,62.0,138.0,86.0
24119,5.0,42.0,2.0
24120,53.0,116.0,62.0
24121,49.0,68.0,33.0
24122,2.0,48.0,1.0
24123,79.0,48.0,38.0
24124,60.0,30.0,18.0
24125,45.0,95.0,43.0
24126,3.0,37.0,1.0
24127,87.0,30.0,26.0
24128,0.0,1.0,0.0
24129,0.0,14.0,0.0
24130,7.0,93.0,6.0
24131,51.0,162.0,82.0
24132,0.0,2.0,0.0
24133,54.0,168.0,91.0
24134,74.0,23.0,17.0
24135,71.0,14.0,10.0
24136,100.0,5.0,5.0
24137,33.0,9.0,3.0
24138,46.0,11.0,5.0
24139,65.0,164.0,107.0
24140,100.0,2.0,2.0
24141,92.0,24.0,22.0
24142,91.0,22.0,20.0
24143,74.0,42.0,31.0
24144,72.0,88.0,63.0
24145,70.0,63.0,44.0
24146,100.0,2.0,2.0
24147,89.0,9.0,8.0
24148,67.0,36.0,24.0
24149,10.0,20.0,2.0
24150,16.0,31.0,5.0
24151,94.0,17.0,16.0
24152,64.0,63.0,40.0
24153,85.0,20.0,17.0
24154,83.0,23.0,19.0
24155,31.0,13.0,4.0
24156,74.0,93.0,69.0
24157,7.0,14.0,1.0
24158,41.0,42.0,17.0
24159,100.0,1.0,1.0
24160,69.0,26.0,18.0
24161,39.0,18.0,7.0
24162,69.0,13.0,9.0
24163,80.0,5.0,4.0
24164,30.0,20.0,6.0
24165,22.0,51.0,11.0
24166,54.0,26.0,14.0
24167,22.0,231.0,51.0
24168,50.0,4.0,2.0
24169,0.0,1.0,0.0
24170,0.0,5.0,0.0
24171,13.0,32.0,4.0
24172,19.0,54.0,10.0
24173,8.0,24.0,2.0
24174,16.0,63.0,10.0
24175,69.0,32.0,22.0
24176,0.0,1.0,0.0
24177,61.0,119.0,72.0
24178,52.0,117.0,61.0
24179,48.0,207.0,100.0
24180,70.0,80.0,56.0
24181,80.0,50.0,40.0
24182,68.0,141.0,96.0
24183,0.0,19.0,0.0
24184,57.0,44.0,25.0
24185,57.0,14.0,8.0
24186,42.0,26.0,11.0
24187,50.0,12.0,6.0
24188,63.0,8.0,5.0
24189,72.0,32.0,23.0
24190,56.0,72.0,40.0
24191,46.0,26.0,12.0
24192,43.0,117.0,50.0
24193,57.0,7.0,4.0
24194,62.0,13.0,8.0
24195,85.0,13.0,11.0
24196,86.0,22.0,19.0
24197,31.0,26.0,8.0
24198,43.0,35.0,15.0
24199,67.0,24.0,16.0
24200,0.0,21.0,0.0
24201,7.0,15.0,1.0
24202,5.0,21.0,1.0
24203,69.0,13.0,9.0
24204,68.0,37.0,25.0
24205,77.0,13.0,10.0
24206,68.0,22.0,15.0
24207,65.0,26.0,17.0
24208,50.0,16.0,8.0
24209,29.0,17.0,5.0
24210,64.0,11.0,7.0
24211,24.0,25.0,6.0
24212,33.0,12.0,4.0
24213,46.0,35.0,16.0
24214,0.0,18.0,0.0
24215,70.0,33.0,23.0
24216,57.0,28.0,16.0
24217,33.0,18.0,6.0
24218,39.0,13.0,5.0
24219,37.0,65.0,24.0
24220,71.0,17.0,12.0
24221,27.0,11.0,3.0
24222,63.0,19.0,12.0
24223,67.0,21.0,14.0
24224,40.0,20.0,8.0
24225,47.0,15.0,7.0
24226,54.0,13.0,7.0
24227,56.0,18.0,10.0
24228,44.0,25.0,11.0
24229,58.0,19.0,11.0
24230,23.0,22.0,5.0
24231,44.0,63.0,28.0
24232,76.0,25.0,19.0
24233,42.0,12.0,5.0
24234,27.0,11.0,3.0
24235,41.0,17.0,7.0
24236,33.0,15.0,5.0
24237,35.0,29.0,10.0
24238,40.0,15.0,6.0
24239,61.0,18.0,11.0
24240,71.0,21.0,15.0
24241,72.0,32.0,23.0
24242,48.0,25.0,12.0
24243,38.0,16.0,6.0
24244,50.0,26.0,13.0
24245,63.0,35.0,22.0
24246,100.0,24.0,24.0
24247,4.0,27.0,1.0
24248,100.0,17.0,17.0
24249,5.0,21.0,1.0
24250,4.0,26.0,1.0
24251,39.0,31.0,12.0
24252,60.0,116.0,70.0
24253,76.0,21.0,16.0
24254,63.0,38.0,24.0
24255,0.0,7.0,0.0
24256,24.0,38.0,9.0
24257,70.0,40.0,28.0
24258,54.0,13.0,7.0
24259,54.0,35.0,19.0
24260,49.0,45.0,22.0
24261,31.0,16.0,5.0
24262,59.0,27.0,16.0
24263,0.0,8.0,0.0
24264,65.0,26.0,17.0
24265,0.0,22.0,0.0
24266,75.0,4.0,3.0
24267,74.0,23.0,17.0
24268,61.0,33.0,20.0
24269,87.0,30.0,26.0
24270,47.0,19.0,9.0
24271,10.0,21.0,2.0
24272,13.0,16.0,2.0
24273,73.0,33.0,24.0
24274,13.0,23.0,3.0
24275,55.0,22.0,12.0
24276,42.0,36.0,15.0
24277,13.0,8.0,1.0
24278,86.0,21.0,18.0
24279,63.0,24.0,15.0
24280,83.0,24.0,20.0
24281,90.0,30.0,27.0
24282,0.0,10.0,0.0
24283,31.0,42.0,13.0
24284,50.0,26.0,13.0
24285,47.0,19.0,9.0
24286,63.0,8.0,5.0
24287,5.0,20.0,1.0
24288,9.0,23.0,2.0
24289,95.0,21.0,20.0
24290,78.0,36.0,28.0
24291,53.0,34.0,18.0
24292,75.0,36.0,27.0
24293,83.0,24.0,20.0
24294,48.0,31.0,15.0
24295,6.0,32.0,2.0
24296,34.0,35.0,12.0
24297,69.0,29.0,20.0
24298,79.0,75.0,59.0
24299,43.0,14.0,6.0
24300,29.0,49.0,14.0
24301,46.0,24.0,11.0
24302,43.0,30.0,13.0
24303,27.0,34.0,9.0
24304,68.0,19.0,13.0
24305,84.0,32.0,27.0
24306,0.0,13.0,0.0
24307,18.0,44.0,8.0
24308,7.0,54.0,4.0
24309,100.0,23.0,23.0
24310,63.0,24.0,15.0
24311,74.0,50.0,37.0
24312,11.0,9.0,1.0
24313,77.0,13.0,10.0
24314,72.0,50.0,36.0
24315,23.0,31.0,7.0
24316,73.0,26.0,19.0
24317,40.0,15.0,6.0
24318,22.0,95.0,21.0
24319,78.0,82.0,64.0
24320,67.0,24.0,16.0
24321,86.0,36.0,31.0
24322,77.0,39.0,30.0
24323,64.0,25.0,16.0
24324,31.0,26.0,8.0
24325,56.0,36.0,20.0
24326,27.0,37.0,10.0
24327,55.0,76.0,42.0
24328,67.0,24.0,16.0
24329,31.0,16.0,5.0
24330,29.0,145.0,42.0
24331,52.0,27.0,14.0
24332,71.0,44.0,31.0
24333,74.0,49.0,36.0
24334,4.0,28.0,1.0
24335,83.0,24.0,20.0
24336,57.0,30.0,17.0
24337,67.0,15.0,10.0
24338,0.0,16.0,0.0
24339,3.0,29.0,1.0
24340,57.0,30.0,17.0
24341,41.0,34.0,14.0
24342,100.0,4.0,4.0
24343,86.0,14.0,12.0
24344,87.0,30.0,26.0
24345,27.0,11.0,3.0
24346,37.0,19.0,7.0
24347,71.0,7.0,5.0
24348,67.0,27.0,18.0
24349,71.0,17.0,12.0
24350,73.0,22.0,16.0
24351,86.0,14.0,12.0
24352,44.0,46.0,20.0
24353,67.0,15.0,10.0
24354,52.0,52.0,27.0
24355,58.0,33.0,19.0
24356,0.0,25.0,0.0
24357,52.0,21.0,11.0
24358,3.0,34.0,1.0
24359,63.0,19.0,12.0
24360,0.0,24.0,0.0
24361,75.0,16.0,12.0
24362,59.0,34.0,20.0
24363,88.0,32.0,28.0
24364,73.0,30.0,22.0
24365,4.0,24.0,1.0
24366,40.0,35.0,14.0
24367,83.0,29.0,24.0
24368,7.0,15.0,1.0
24369,0.0,12.0,0.0
24370,96.0,24.0,23.0
24371,60.0,30.0,18.0
24372,78.0,23.0,18.0
24373,42.0,33.0,14.0
24374,14.0,21.0,3.0
24375,53.0,30.0,16.0
24376,33.0,15.0,5.0
24377,41.0,34.0,14.0
24378,0.0,22.0,0.0
24379,0.0,4.0,0.0
24380,67.0,21.0,14.0
24381,79.0,19.0,15.0
24382,7.0,15.0,1.0
24383,29.0,17.0,5.0
24384,80.0,30.0,24.0
24385,59.0,17.0,10.0
24386,25.0,16.0,4.0
24387,21.0,24.0,5.0
24388,55.0,106.0,58.0
24389,75.0,32.0,24.0
24390,20.0,10.0,2.0
24391,0.0,12.0,0.0
24392,85.0,34.0,29.0
24393,67.0,12.0,8.0
24394,88.0,17.0,15.0
24395,19.0,42.0,8.0
24396,17.0,6.0,1.0
24397,42.0,33.0,14.0
24398,64.0,11.0,7.0
24399,9.0,23.0,2.0
24400,74.0,35.0,26.0
24401,36.0,95.0,34.0
24402,45.0,40.0,18.0
24403,0.0,1.0,0.0
24404,9.0,32.0,3.0
24405,50.0,18.0,9.0
24406,91.0,21.0,19.0
24407,75.0,24.0,18.0
24408,27.0,11.0,3.0
24409,89.0,27.0,24.0
24410,4.0,24.0,1.0
24411,83.0,35.0,29.0
24412,25.0,24.0,6.0
24413,7.0,31.0,2.0
24414,0.0,11.0,0.0
24415,17.0,6.0,1.0
24416,58.0,33.0,19.0
24417,92.0,24.0,22.0
24418,33.0,6.0,2.0
24419,67.0,24.0,16.0
24420,78.0,23.0,18.0
24421,7.0,43.0,3.0
24422,10.0,10.0,1.0
24423,83.0,138.0,114.0
24424,44.0,16.0,7.0
24425,68.0,19.0,13.0
24426,98.0,49.0,48.0
24427,53.0,32.0,17.0
24428,50.0,18.0,9.0
24429,83.0,23.0,19.0
24430,29.0,34.0,10.0
24431,67.0,24.0,16.0
24432,11.0,28.0,3.0
24433,68.0,22.0,15.0
24434,55.0,31.0,17.0
24435,36.0,33.0,12.0
24436,73.0,77.0,56.0
24437,87.0,15.0,13.0
24438,83.0,12.0,10.0
24439,44.0,34.0,15.0
24440,88.0,34.0,30.0
24441,0.0,1.0,0.0
24442,65.0,31.0,20.0
24443,71.0,14.0,10.0
24444,74.0,23.0,17.0
24445,60.0,30.0,18.0
24446,59.0,29.0,17.0
24447,63.0,24.0,15.0
24448,5.0,22.0,1.0
24449,86.0,7.0,6.0
24450,20.0,25.0,5.0
24451,67.0,27.0,18.0
24452,100.0,13.0,13.0
24453,100.0,20.0,20.0
24454,0.0,15.0,0.0
24455,42.0,24.0,10.0
24456,53.0,19.0,10.0
24457,18.0,34.0,6.0
24458,77.0,44.0,34.0
24459,61.0,18.0,11.0
24460,0.0,14.0,0.0
24461,33.0,39.0,13.0
24462,7.0,15.0,1.0
24463,60.0,65.0,39.0
24464,88.0,25.0,22.0
24465,40.0,25.0,10.0
24466,38.0,34.0,13.0
24467,57.0,14.0,8.0
24468,77.0,17.0,13.0
24469,44.0,27.0,12.0
24470,0.0,29.0,0.0
24471,52.0,27.0,14.0
24472,26.0,42.0,11.0
24473,75.0,24.0,18.0
24474,81.0,47.0,38.0
24475,54.0,35.0,19.0
24476,5.0,20.0,1.0
24477,42.0,19.0,8.0
24478,97.0,31.0,30.0
24479,0.0,22.0,0.0
24480,70.0,30.0,21.0
24481,17.0,6.0,1.0
24482,56.0,34.0,19.0
24483,67.0,21.0,14.0
24484,53.0,17.0,9.0
24485,13.0,23.0,3.0
24486,6.0,32.0,2.0
24487,60.0,30.0,18.0
24488,7.0,14.0,1.0
24489,50.0,38.0,19.0
24490,55.0,33.0,18.0
24491,0.0,4.0,0.0
24492,64.0,22.0,14.0
24493,69.0,36.0,25.0
24494,64.0,36.0,23.0
24495,85.0,34.0,29.0
24496,61.0,31.0,19.0
24497,100.0,8.0,8.0
24498,79.0,29.0,23.0
24499,77.0,52.0,40.0
24500,52.0,31.0,16.0
24501,8.0,52.0,4.0
24502,,0.0,0.0
24503,13.0,24.0,3.0
24504,42.0,41.0,17.0
24505,8.0,12.0,1.0
24506,80.0,46.0,37.0
24507,81.0,16.0,13.0
24508,81.0,26.0,21.0
24509,58.0,40.0,23.0
24510,0.0,25.0,0.0
24511,80.0,176.0,140.0
24512,0.0,10.0,0.0
24513,13.0,45.0,6.0
24514,36.0,22.0,8.0
24515,69.0,36.0,25.0
24516,57.0,14.0,8.0
24517,91.0,22.0,20.0
24518,39.0,23.0,9.0
24519,28.0,97.0,27.0
24520,63.0,46.0,29.0
24521,92.0,53.0,49.0
24522,36.0,31.0,11.0
24523,57.0,35.0,20.0
24524,74.0,34.0,25.0
24525,55.0,40.0,22.0
24526,54.0,41.0,22.0
24527,85.0,20.0,17.0
24528,48.0,23.0,11.0
24529,61.0,80.0,49.0
24530,64.0,33.0,21.0
24531,88.0,25.0,22.0
24532,0.0,15.0,0.0
24533,0.0,19.0,0.0
24534,29.0,35.0,10.0
24535,58.0,33.0,19.0
24536,34.0,35.0,12.0
24537,23.0,30.0,7.0
24538,4.0,28.0,1.0
24539,65.0,37.0,24.0
24540,70.0,33.0,23.0
24541,36.0,44.0,16.0
24542,90.0,20.0,18.0
24543,0.0,14.0,0.0
24544,90.0,29.0,26.0
24545,21.0,44.0,9.0
24546,0.0,15.0,0.0
24547,37.0,27.0,10.0
24548,42.0,19.0,8.0
24549,70.0,10.0,7.0
24550,27.0,41.0,11.0
24551,75.0,12.0,9.0
24552,60.0,25.0,15.0
24553,13.0,30.0,4.0
24554,5.0,20.0,1.0
24555,0.0,15.0,0.0
24556,0.0,18.0,0.0
24557,50.0,14.0,7.0
24558,83.0,23.0,19.0
24559,0.0,3.0,0.0
24560,3.0,33.0,1.0
24561,64.0,22.0,14.0
24562,79.0,29.0,23.0
24563,0.0,22.0,0.0
24564,58.0,26.0,15.0
24565,46.0,39.0,18.0
24566,59.0,22.0,13.0
24567,74.0,23.0,17.0
24568,0.0,4.0,0.0
24569,78.0,32.0,25.0
24570,0.0,18.0,0.0
24571,32.0,38.0,12.0
24572,4.0,26.0,1.0
24573,17.0,18.0,3.0
24574,64.0,28.0,18.0
24575,84.0,19.0,16.0
24576,100.0,9.0,9.0
24577,0.0,35.0,0.0
24578,67.0,3.0,2.0
24579,25.0,8.0,2.0
24580,74.0,23.0,17.0
24581,17.0,18.0,3.0
24582,47.0,32.0,15.0
24583,0.0,15.0,0.0
24584,25.0,4.0,1.0
24585,7.0,15.0,1.0
24586,0.0,18.0,0.0
24587,60.0,5.0,3.0
24588,100.0,7.0,7.0
24589,57.0,14.0,8.0
24590,79.0,24.0,19.0
24591,0.0,15.0,0.0
24592,41.0,27.0,11.0
24593,96.0,25.0,24.0
24594,42.0,36.0,15.0
24595,24.0,95.0,23.0
24596,45.0,29.0,13.0
24597,49.0,33.0,16.0
24598,4.0,23.0,1.0
24599,0.0,24.0,0.0
24600,14.0,28.0,4.0
24601,83.0,6.0,5.0
24602,8.0,13.0,1.0
24603,0.0,25.0,0.0
24604,7.0,31.0,2.0
24605,41.0,17.0,7.0
24606,40.0,5.0,2.0
24607,55.0,47.0,26.0
24608,0.0,24.0,0.0
24609,56.0,25.0,14.0
24610,5.0,21.0,1.0
24611,18.0,22.0,4.0
24612,86.0,14.0,12.0
24613,59.0,34.0,20.0
24614,96.0,27.0,26.0
24615,100.0,15.0,15.0
24616,51.0,35.0,18.0
24617,0.0,21.0,0.0
24618,68.0,31.0,21.0
24619,11.0,9.0,1.0
24620,59.0,17.0,10.0
24621,75.0,24.0,18.0
24622,75.0,8.0,6.0
24623,87.0,15.0,13.0
24624,60.0,20.0,12.0
24625,53.0,30.0,16.0
24626,78.0,74.0,58.0
24627,22.0,18.0,4.0
24628,52.0,31.0,16.0
24629,50.0,12.0,6.0
24630,25.0,16.0,4.0
24631,62.0,13.0,8.0
24632,64.0,14.0,9.0
24633,29.0,49.0,14.0
24634,74.0,95.0,70.0
24635,46.0,37.0,17.0
24636,41.0,29.0,12.0
24637,18.0,22.0,4.0
24638,92.0,26.0,24.0
24639,52.0,33.0,17.0
24640,93.0,15.0,14.0
24641,58.0,26.0,15.0
24642,26.0,31.0,8.0
24643,68.0,31.0,21.0
24644,0.0,11.0,0.0
24645,0.0,14.0,0.0
24646,8.0,26.0,2.0
24647,0.0,24.0,0.0
24648,5.0,20.0,1.0
24649,47.0,17.0,8.0
24650,59.0,27.0,16.0
24651,86.0,21.0,18.0
24652,93.0,30.0,28.0
24653,11.0,28.0,3.0
24654,3.0,32.0,1.0
24655,74.0,23.0,17.0
24656,87.0,15.0,13.0
24657,44.0,16.0,7.0
24658,71.0,14.0,10.0
24659,0.0,30.0,0.0
24660,52.0,25.0,13.0
24661,10.0,21.0,2.0
24662,26.0,23.0,6.0
24663,0.0,10.0,0.0
24664,52.0,27.0,14.0
24665,30.0,47.0,14.0
24666,65.0,37.0,24.0
24667,55.0,33.0,18.0
24668,16.0,25.0,4.0
24669,33.0,12.0,4.0
24670,59.0,17.0,10.0
24671,0.0,22.0,0.0
24672,66.0,35.0,23.0
24673,100.0,33.0,33.0
24674,78.0,46.0,36.0
24675,0.0,12.0,0.0
24676,11.0,27.0,3.0
24677,50.0,18.0,9.0
24678,83.0,30.0,25.0
24679,77.0,22.0,17.0
24680,81.0,16.0,13.0
24681,13.0,32.0,4.0
24682,41.0,27.0,11.0
24683,0.0,26.0,0.0
24684,74.0,38.0,28.0
24685,85.0,26.0,22.0
24686,0.0,13.0,0.0
24687,67.0,24.0,16.0
24688,75.0,8.0,6.0
24689,66.0,32.0,21.0
24690,78.0,18.0,14.0
24691,78.0,32.0,25.0
24692,86.0,22.0,19.0
24693,82.0,22.0,18.0
24694,60.0,30.0,18.0
24695,13.0,8.0,1.0
24696,62.0,26.0,16.0
24697,57.0,23.0,13.0
24698,42.0,12.0,5.0
24699,3.0,29.0,1.0
24700,60.0,15.0,9.0
24701,60.0,30.0,18.0
24702,92.0,12.0,11.0
24703,87.0,23.0,20.0
24704,42.0,24.0,10.0
24705,52.0,25.0,13.0
24706,43.0,87.0,37.0
24707,58.0,48.0,28.0
24708,5.0,22.0,1.0
24709,7.0,14.0,1.0
24710,27.0,144.0,39.0
24711,70.0,23.0,16.0
24712,93.0,29.0,27.0
24713,67.0,15.0,10.0
24714,16.0,32.0,5.0
24715,33.0,21.0,7.0
24716,62.0,21.0,13.0
24717,0.0,28.0,0.0
24718,18.0,22.0,4.0
24719,66.0,32.0,21.0
24720,57.0,68.0,39.0
24721,61.0,18.0,11.0
24722,56.0,16.0,9.0
24723,96.0,26.0,25.0
24724,52.0,25.0,13.0
24725,89.0,9.0,8.0
24726,50.0,22.0,11.0
24727,60.0,10.0,6.0
24728,39.0,31.0,12.0
24729,71.0,45.0,32.0
24730,48.0,23.0,11.0
24731,52.0,25.0,13.0
24732,71.0,14.0,10.0
24733,30.0,23.0,7.0
24734,0.0,14.0,0.0
24735,80.0,25.0,20.0
24736,61.0,43.0,26.0
24737,55.0,33.0,18.0
24738,0.0,19.0,0.0
24739,37.0,96.0,35.0
24740,9.0,23.0,2.0
24741,68.0,19.0,13.0
24742,50.0,22.0,11.0
24743,70.0,30.0,21.0
24744,23.0,26.0,6.0
24745,50.0,18.0,9.0
24746,0.0,15.0,0.0
24747,92.0,25.0,23.0
24748,4.0,23.0,1.0
24749,0.0,24.0,0.0
24750,61.0,18.0,11.0
24751,6.0,33.0,2.0
24752,67.0,21.0,14.0
24753,17.0,18.0,3.0
24754,9.0,32.0,3.0
24755,37.0,41.0,15.0
24756,70.0,47.0,33.0
24757,34.0,32.0,11.0
24758,16.0,25.0,4.0
24759,33.0,24.0,8.0
24760,65.0,26.0,17.0
24761,5.0,21.0,1.0
24762,23.0,30.0,7.0
24763,0.0,6.0,0.0
24764,50.0,28.0,14.0
24765,0.0,11.0,0.0
24766,28.0,95.0,27.0
24767,3.0,32.0,1.0
24768,52.0,44.0,23.0
24769,12.0,25.0,3.0
24770,0.0,5.0,0.0
24771,43.0,35.0,15.0
24772,4.0,23.0,1.0
24773,80.0,15.0,12.0
24774,0.0,7.0,0.0
24775,13.0,15.0,2.0
24776,5.0,20.0,1.0
24777,37.0,38.0,14.0
24778,4.0,24.0,1.0
24779,12.0,26.0,3.0
24780,10.0,30.0,3.0
24781,3.0,30.0,1.0
24782,55.0,38.0,21.0
24783,17.0,65.0,11.0
24784,39.0,31.0,12.0
24785,65.0,20.0,13.0
24786,0.0,12.0,0.0
24787,75.0,8.0,6.0
24788,69.0,13.0,9.0
24789,65.0,23.0,15.0
24790,40.0,25.0,10.0
24791,56.0,18.0,10.0
24792,38.0,21.0,8.0
24793,27.0,15.0,4.0
24794,64.0,11.0,7.0
24795,64.0,28.0,18.0
24796,42.0,26.0,11.0
24797,25.0,8.0,2.0
24798,30.0,30.0,9.0
24799,0.0,9.0,0.0
24800,,0.0,0.0
24801,79.0,14.0,11.0
24802,0.0,13.0,0.0
24803,64.0,11.0,7.0
24804,47.0,15.0,7.0
24805,6.0,17.0,1.0
24806,0.0,12.0,0.0
24807,50.0,22.0,11.0
24808,50.0,2.0,1.0
24809,35.0,17.0,6.0
24810,82.0,11.0,9.0
24811,0.0,13.0,0.0
24812,73.0,15.0,11.0
24813,77.0,13.0,10.0
24814,77.0,17.0,13.0
24815,0.0,2.0,0.0
24816,93.0,28.0,26.0
24817,100.0,31.0,31.0
24818,0.0,11.0,0.0
24819,22.0,9.0,2.0
24820,0.0,11.0,0.0
24821,0.0,12.0,0.0
24822,68.0,22.0,15.0
24823,0.0,7.0,0.0
24824,10.0,10.0,1.0
24825,17.0,29.0,5.0
24826,0.0,16.0,0.0
24827,67.0,6.0,4.0
24828,39.0,13.0,5.0
24829,69.0,16.0,11.0
24830,100.0,23.0,23.0
24831,0.0,12.0,0.0
24832,0.0,7.0,0.0
24833,20.0,10.0,2.0
24834,100.0,15.0,15.0
24835,50.0,12.0,6.0
24836,100.0,6.0,6.0
24837,93.0,14.0,13.0
24838,96.0,27.0,26.0
24839,24.0,17.0,4.0
24840,67.0,15.0,10.0
24841,0.0,8.0,0.0
24842,56.0,18.0,10.0
24843,0.0,4.0,0.0
24844,23.0,13.0,3.0
24845,63.0,30.0,19.0
24846,0.0,8.0,0.0
24847,0.0,12.0,0.0
24848,100.0,16.0,16.0
24849,83.0,6.0,5.0
24850,27.0,11.0,3.0
24851,38.0,21.0,8.0
24852,21.0,24.0,5.0
24853,0.0,4.0,0.0
24854,0.0,11.0,0.0
24855,97.0,30.0,29.0
24856,0.0,4.0,0.0
24857,87.0,15.0,13.0
24858,13.0,15.0,2.0
24859,22.0,9.0,2.0
24860,0.0,20.0,0.0
24861,100.0,6.0,6.0
24862,0.0,12.0,0.0
24863,68.0,19.0,13.0
24864,56.0,16.0,9.0
24865,90.0,20.0,18.0
24866,92.0,13.0,12.0
24867,0.0,9.0,0.0
24868,23.0,13.0,3.0
24869,44.0,25.0,11.0
24870,41.0,29.0,12.0
24871,82.0,22.0,18.0
24872,0.0,23.0,0.0
24873,83.0,29.0,24.0
24874,74.0,23.0,17.0
24875,0.0,3.0,0.0
24876,7.0,14.0,1.0
24877,58.0,19.0,11.0
24878,94.0,32.0,30.0
24879,19.0,21.0,4.0
24880,0.0,8.0,0.0
24881,0.0,23.0,0.0
24882,70.0,20.0,14.0
24883,50.0,32.0,16.0
24884,30.0,47.0,14.0
24885,9.0,47.0,4.0
24886,8.0,26.0,2.0
24887,80.0,10.0,8.0
24888,83.0,35.0,29.0
24889,0.0,19.0,0.0
24890,82.0,22.0,18.0
24891,80.0,35.0,28.0
24892,62.0,13.0,8.0
24893,82.0,17.0,14.0
24894,25.0,32.0,8.0
24895,42.0,31.0,13.0
24896,39.0,23.0,9.0
24897,0.0,7.0,0.0
24898,50.0,16.0,8.0
24899,46.0,33.0,15.0
24900,75.0,48.0,36.0
24901,47.0,30.0,14.0
24902,42.0,31.0,13.0
24903,0.0,23.0,0.0
24904,54.0,35.0,19.0
24905,67.0,12.0,8.0
24906,45.0,20.0,9.0
24907,53.0,32.0,17.0
24908,80.0,15.0,12.0
24909,76.0,33.0,25.0
24910,68.0,19.0,13.0
24911,51.0,45.0,23.0
24912,0.0,17.0,0.0
24913,80.0,15.0,12.0
24914,56.0,18.0,10.0
24915,,0.0,0.0
24916,9.0,11.0,1.0
24917,75.0,16.0,12.0
24918,0.0,15.0,0.0
24919,100.0,17.0,17.0
24920,100.0,20.0,20.0
24921,0.0,16.0,0.0
24922,49.0,37.0,18.0
24923,47.0,17.0,8.0
24924,0.0,14.0,0.0
24925,36.0,14.0,5.0
24926,72.0,18.0,13.0
24927,21.0,48.0,10.0
24928,92.0,12.0,11.0
24929,56.0,34.0,19.0
24930,55.0,20.0,11.0
24931,8.0,12.0,1.0
24932,59.0,32.0,19.0
24933,76.0,49.0,37.0
24934,54.0,35.0,19.0
24935,29.0,21.0,6.0
24936,35.0,20.0,7.0
24937,46.0,39.0,18.0
24938,89.0,18.0,16.0
24939,63.0,19.0,12.0
24940,84.0,32.0,27.0
24941,63.0,87.0,55.0
24942,0.0,15.0,0.0
24943,85.0,33.0,28.0
24944,89.0,26.0,23.0
24945,96.0,24.0,23.0
24946,71.0,14.0,10.0
24947,73.0,22.0,16.0
24948,81.0,32.0,26.0
24949,67.0,33.0,22.0
24950,4.0,27.0,1.0
24951,41.0,22.0,9.0
24952,25.0,28.0,7.0
24953,41.0,27.0,11.0
24954,5.0,39.0,2.0
24955,3.0,29.0,1.0
24956,90.0,19.0,17.0
24957,0.0,27.0,0.0
24958,0.0,17.0,0.0
24959,13.0,8.0,1.0
24960,100.0,19.0,19.0
24961,43.0,44.0,19.0
24962,0.0,7.0,0.0
24963,28.0,96.0,27.0
24964,48.0,31.0,15.0
24965,35.0,17.0,6.0
24966,91.0,32.0,29.0
24967,47.0,17.0,8.0
24968,71.0,31.0,22.0
24969,97.0,35.0,34.0
24970,53.0,32.0,17.0
24971,46.0,11.0,5.0
24972,80.0,39.0,31.0
24973,61.0,23.0,14.0
24974,15.0,33.0,5.0
24975,29.0,21.0,6.0
24976,68.0,28.0,19.0
24977,68.0,44.0,30.0
24978,75.0,24.0,18.0
24979,52.0,33.0,17.0
24980,8.0,12.0,1.0
24981,5.0,21.0,1.0
24982,75.0,16.0,12.0
24983,86.0,29.0,25.0
24984,71.0,51.0,36.0
24985,20.0,5.0,1.0
24986,63.0,35.0,22.0
24987,55.0,22.0,12.0
24988,3.0,31.0,1.0
24989,5.0,20.0,1.0
24990,81.0,78.0,63.0
24991,26.0,96.0,25.0
24992,71.0,31.0,22.0
24993,0.0,18.0,0.0
24994,44.0,32.0,14.0
24995,18.0,11.0,2.0
24996,6.0,68.0,4.0
24997,57.0,42.0,24.0
24998,73.0,22.0,16.0
24999,17.0,18.0,3.0
25000,61.0,23.0,14.0
25001,31.0,16.0,5.0
25002,50.0,4.0,2.0
25003,14.0,42.0,6.0
25004,27.0,59.0,16.0
25005,21.0,116.0,24.0
25006,80.0,25.0,20.0
25007,29.0,118.0,34.0
25008,27.0,121.0,33.0
25009,21.0,126.0,27.0
25010,77.0,31.0,24.0
25011,92.0,12.0,11.0
25012,70.0,10.0,7.0
25013,17.0,65.0,11.0
25014,78.0,76.0,59.0
25015,75.0,389.0,293.0
25016,56.0,320.0,178.0
25017,90.0,19.0,17.0
25018,87.0,79.0,69.0
25019,92.0,49.0,45.0
25020,29.0,507.0,149.0
